KOD03_051	1353028	0.211605803
KOD03_052	3604717	0.232649071
KOD03_053	757340	0.145611015
KOD03_054	1783756	0.297058824
KOD03_055	3668576	0.341102209
KOD03_056	1196107	0.211860112
KOD03_057	9225135	0.433527414
KOD03_058	1736725	0.176224465
KOD03_059	1153457	0.190322581
KOD03_061	5100042	0.330097087
KOD03_063	2796354	0.292013719
KOD03_064	8943131	0.44452537
KOD03_065	3613026	0.370136187
KOD03_066	5240244	0.430582524
KOD03_067	6279450	0.347815534
KOD03_068	1158489	0.182940839
KOD03_069	2271243	0.196873473
KOD03_070	1027848	0.182195189
KOD03_071	4874649	0.212481787
KOD03_072	893099	0.162971175
KOD03_073	818087	0.138043157
KOD03_074	2681786	0.2
KOD03_075	1064316	0.151360086
KOD03_076	2305672	0.22939594
KOD03_077	1722277	0.18002003
KOD03_078	5446567	0.243013366
KOD03_079	1019426	0.14739726
KOD03_080	938589	0.169749728
KOD03_081	4371260	0.380048662
KOD03_082	3611611	0.283162017
KOD03_083	1744057	0.185047193
KOD03_084	3567750	0.241008074
KOD03_085	2731353	0.223308087
KOD03_086	925607	0.163014431
KOD03_089	3152894	0.358924205
KOD03_090	1947591	0.20029383
KOD03_093	1999342	0.196660938
KOD03_094	872727	0.150309461
KOD03_095	1145279	0.165167621
KOD03_096	2500238	0.229620563
KOD03_097	1222045	0.171378968
AD06_001	3940144	0.381403253
AD06_003	1411980	0.189229619
AD06_004	1803978	0.198090108
AD06_006	1595556	0.217700916
AD06_007	1643190	0.188697789
AD06_008	3276393	0.266617969
AD06_009	979137	0.172740316
AD06_011	2869335	0.425588735
AD06_013	1315203	0.17839871
AD06_017	4517040	0.416990291
AD06_018	2994936	0.248540856
AD06_019	1372215	0.210416043
AD06_020	1944788	0.294175473
AD06_021	1282219	0.21786873
AD06_023	1556284	0.225470763
AD06_025	1946519	0.267598725
AD06_029	2624997	0.249327793
AD06_030	2681222	0.241699219
AD06_032	1595120	0.204279672
AD06_035	2766599	0.203694701
AD06_036	3015665	0.337138693
AD06_037	2620433	0.171345876
AD06_038	1203097	0.172423803
AD06_040	2197139	0.196560197
AD06_041	2710989	0.225492581
AD06_042	1620324	0.191424196
AD06_044	2814614	0.372753764
AD06_045	1523559	0.236770859
AD06_046	1549366	0.220872583
AD06_047	1424480	0.18083004
AD06_048	3103591	0.301359883
WC05_001	1915673	0.23180593
WC05_002	1442572	0.178215354
WC05_003	2225053	0.177864647
WC05_004	817391	0.129813665
WC05_005	1318217	0.226102473
WC05_006	2292565	0.226783969
WC05_008	7072930	0.385436893
WC05_009	1816634	0.183592785
WC05_010	1273154	0.163147237
WC05_012	2742761	0.297435897
WC05_014	2494551	0.241581259
WC05_015	7716990	0.40863868
WC05_016	4403872	0.250486381
WC05_017	3082734	0.361320068
WC05_018	5636252	0.3202138
WC05_021	1344284	0.152095189
WC05_022	4629544	0.198200389
WC05_023	1789632	0.165788814
WC05_025	2883685	0.188321168
WC05_027	1386324	0.16951183
WC05_029	5256782	0.202238988
WC05_031	1581552	0.17705488
WC05_032	2964538	0.277035237
WC05_033	1886664	0.179946065
WC05_034	1500687	0.152785008
WC05_035	2752021	0.182926829
WC05_036	1170272	0.155611602
WC05_037	1825597	0.149261467
WC05_040	5216756	0.285818358
WC05_041	1645142	0.166748527
WC05_044	1840610	0.166278166
WC05_047	1668812	0.156592706
WC05_048	1333334	0.157419031
HS04_001	2608015	0.225207621
HS04_002	1368395	0.217841799
HS04_003	2848557	0.177707162
HS04_004	802734	0.139030996
HS04_005	2052987	0.254394531
HS04_006	4684786	0.352355512
HS04_007	1068638	0.189879888
HS04_008	5059463	0.454633673
HS04_009	1820726	0.183552143
HS04_012	3106008	0.304443359
HS04_014	3779198	0.286859364
HS04_015	7995504	0.423506557
HS04_016	7422303	0.312029162
HS04_017	7150744	0.355582524
HS04_018	4385580	0.312515188
HS04_019	1364464	0.165487207
HS04_020	3229661	0.201317716
HS04_021	1263617	0.16700611
HS04_022	4718252	0.212010698
HS04_023	1143836	0.158415842
HS04_024	1270538	0.166708511
HS04_025	2666335	0.18201808
HS04_027	2574598	0.221760391
HS04_028	964718	0.145991333
HS04_029	3737610	0.192119432
HS04_031	1414184	0.204568024
HS04_032	4771266	0.346368715
HS04_033	2473424	0.196581197
HS04_034	1259031	0.166325486
HS04_035	2040597	0.201908957
HS04_036	738908	0.131480325
HS04_037	1539882	0.17453294
HS04_040	5306895	0.310755038
HS04_041	1372457	0.168439278
HS04_042	1227721	0.149059735
HS04_044	2120640	0.209716797
HS04_045	1026754	0.157631579
HS04_046	1561409	0.166379098
HS04_047	2658942	0.205961398
HS04_048	1422816	0.165275049
PS12_008	8669070	0.419699175
PS12_048	1394304	0.178422217
PS12_031	1362817	0.179196451
PS12_036	1811789	0.17360431
PS12_030	740088	0.134002869
PS12_006	4273002	0.36544528
PS12_016	5003478	0.235222574
PS12_033	1338989	0.171033119
PS12_015	6574954	0.434603252
PS12_014	3300427	0.350646184
PS12_044	1635103	0.15723115
PS12_037	1853265	0.178343949
PS12_040	6409221	0.310630017
PS12_024	2827663	0.169148157
PS12_034	1256595	0.165577889
PS12_003	2781692	0.170082967
PS12_002	771052	0.163331371
PS12_001	1605297	0.208527322
PS12_041	1468174	0.257430607
PS12_013	977248	0.160377358
PS12_027	2272677	0.235366152
PS12_020	3842374	0.199659533
PS12_012	4303059	0.274647887
